Part Name,Library Ref,Footprint Ref,CreatedBy,HelpURL,Manufacturer 1,Manufacturer 1 Part Number,Vendor 1,Vendor 1 Part Number,Description,Value,Comment
"XFR,Flyback,WURTH_750032050","XFR,Flyback,WURTH_750032050",WURTH_750032050,Judd Foster,https://www.we-online.com/components/products/datasheet/750032050.pdf,Würth Elektronik,750032050,Digikey,732-2128-1-ND,Flyback Converters For For DC/DC Converters SMPS Transformer 1000VDC Isolation 100 ~ 400kHz Surface Mount,,=Manufacturer 1 Part Number
"Diode,Gen,600V,3A,SMB","Diode,Gen,600V,3A,SMB",ONSEMI_SMB,Judd Foster,https://www.onsemi.com/pdf/datasheet/murs360bt3-d.pdf,onsemi,MURS360BT3G,Digikey,MURS360BT3GOSCT-ND,Diode 600 V 3A Surface Mount SMB,,=Manufacturer 1 Part Number
CD4093BPWR,CD4093BPWR,TEXASINSTRUMENTS_PW0014A,Judd Foster,https://www.ti.com/lit/ds/symlink/lm2694.pdf?ts=1709354726589&ref_url=https%253A%252F%252Fwww.google.com%252F,Texas Instruments,CD4093BPWR,Digikey,296-13873-1-ND,NAND Gate IC 4 Channel Schmitt Trigger 14-TSSOP,,=Manufacturer 1 Part Number
"CAP,Cer,68nF,1kVDC,X7R,1808","CAP,Cer,68nF,1kVDC,X7R,1808",CAPC_1808,Judd Foster,https://connect.kemet.com:7667/gateway/IntelliData-ComponentDocumentation/1.0/download/datasheet/C1808C683KDRACTU,KEMET,C1808C683KDRAC7800,Digikey,399-C1808C683KDRAC7800CT-ND,0.068 µF ±10% 1000V (1kV) Ceramic Capacitor X7R 1808 (4520 Metric),68n,=Value
LDK320M-R,LDK320M-R,STMICRO_SOT23-5L,Judd Foster,https://www.st.com/resource/en/datasheet/ldk320.pdf,STMicroelectronics,LDK320M-R,Digikey,497-16565-1-ND,Linear Voltage Regulator IC Positive Adjustable 1 Output 200mA SOT-23-5,,=Manufacturer 1 Part Number
NE555DR,NE555DR,TEXASINSTRUMENTS_D0008A,Judd Foster,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fse555,Texas Instruments,NE555DR,Digikey,296-6501-1-ND,"555 Type, Timer/Oscillator (Single) IC 100kHz 8-SOIC",,=Manufacturer 1 Part Number
"RES,1M,0.1%,0.125W,0805","RES,1M,0.1%,0.125W,0805",RESC2012X07N,Judd Foster,https://mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1162/RG_RM_RGH_Oct2012.pdf,Susumu,RG2012P-105-B-T5,Digikey,408-RG2012P-105-B-T5CT-ND,"1 MOhms ±0.1% 0.125W, 1/8W Chip Resistor 0805 (2012 Metric) Anti-Sulfur, Automotive AEC-Q200 Thin Film","1M,0.1%","1M,0.1%,0.125W,0805"
"RES,3k9,0.1%,0.063W,0402","RES,3k9,0.1%,0.063W,0402",RESC1005X04N,Judd Foster,https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rt_1-to-0.01_rohs_l.pdf,YAGEO,RT0402BRD073K9L,Digikey,YAG1427CT-ND,"3.9 kOhms ±0.1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Thin Film","3k9,0.1%",=Value
"Switch,DIP,4P,Slide,SPST","Switch,DIP,4P,Slide,SPST",NKK-SWITCHES_JS0204AP4-S,Judd Foster,https://mm.digikey.com/Volume0/opasdata/d220001/medias/docus/633/JS02%2C04_Series.pdf,NKK Switches,JS0204AP4-S,Digikey,360-3899-ND,Dip Switch SPST 4 Position Surface Mount Slide (Standard) Actuator 25mA 24VDC,,=Manufacturer 1 Part Number
"Conn,Header,2x2Pin,3mm,Thru","Conn,Header,2x2Pin,3mm,Thru",MOLEX_449140401,Judd Foster,https://www.molex.com/pdm_docs/ps/PS-43045.pdf,Molex,0449140401,Digikey,WM14605-ND,"Connector Header Through Hole 4 position 0.118"" (3.00mm)",,=Manufacturer 1 Part Number
"RES,2M2,1%,0.25W,1206","RES,2M2,1%,0.25W,1206",RESC3216X06N,Judd Foster,https://www.vishay.com/docs/20054/rcve3.pdf,Vishay Dale,RCV12062M20FKEA,Digikey,541-3899-1-ND,"2.2 MOhms ±1% 0.25W, 1/4W Chip Resistor 1206 (3216 Metric) High Voltage Thick Film",2M2,=Value
"IGBT,N Ch,600V,30A,SMD","IGBT,N Ch,600V,30A,SMD",INFINEON_PG-TO252-3,Judd Foster,https://www.infineon.com/dgdl/Infineon-IKD15N60R-DS-v02_04-en.pdf?fileId=db3a30433c5c92fb013c5e03026003b2,Infineon Technologies,IKD15N60RATMA1,Digikey,IKD15N60RATMA1CT-ND,IGBT Trench Field Stop 600 V 30 A 250 W Surface Mount PG-TO252-3,,=Manufacturer 1 Part Number
"RES,50m,1%,1W,Pulse,2010","RES,50m,1%,1W,Pulse,2010",RESC_2010,Judd Foster,https://www.vishay.com/docs/30138/wslt2010.pdf,Vishay Dale,WSLT2010R0500FEA18,Digikey,541-10110-1-ND,"50 mOhms ±1% 1W Chip Resistor 2010 (5025 Metric) Anti-Sulfur, Automotive AEC-Q200, Current Sense, Moisture Resistant, Pulse Withstanding Metal Element",50m,=Value
"CAP,Omit,1210","CAP,Omit,1210",CAPC_1210,Judd Foster,N/A,N/A,N/A,N/A,N/A,Omit,Omit,=Value
"RES,18k2,0.5%,0.1W,0402","RES,18k2,0.5%,0.1W,0402",RESC1005X04N,Judd Foster,https://www.seielect.com/catalog/sei-rncf.pdf,Stackpole Electronics Inc,RNCF0402DTE18K2,Digikey,RNCF0402DTE18K2CT-ND,"18.2 kOhms ±0.5% 0.1W, 1/10W Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200 Thin Film",18k2,"18k2,0.5%,0.1W,0402"
"RES,40k2,0.5%,0.1W,0402","RES,40k2,0.5%,0.1W,0402",RESC1005X04N,Judd Foster,https://www.seielect.com/catalog/sei-rncf.pdf,Stackpole Electronics Inc,RNCF0402DTE40K2,Digikey,RNCF0402DTE40K2CT-ND,"40.2 kOhms ±0.5% 0.1W, 1/10W Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200 Thin Film",40k2,"40k2,0.5%,0.1W,0402"
"MOSFET,N Ch,150V,87A","MOSFET,N Ch,150V,87A",INFINEON_PG-TDSON-8,Judd Foster,https://www.infineon.com/dgdl/Infineon-BSC093N15NS5-DS-v02_00-EN.pdf?fileId=5546d462503812bb01507033a3fa1175,Infineon,BSC093N15NS5ATMA1,Digikey,BSC093N15NS5ATMA1CT-ND,N-Channel 150 V 87A (Tc) 139W (Tc) Surface Mount PG-TDSON-8-7,,=Manufacturer 1 Part Number
"RES,732R,1%,0.063W,0402","RES,732R,1%,0.063W,0402",RESC1005X04N,Judd Foster,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,Stackpole Electronics Inc,RMCF0402FT732R,Digikey,RMCF0402FT732RCT-ND,"732 Ohms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200 Thick Film","732R,1%",=Value
"DIODE,TVS,495VWM,SMD","DIODE,TVS,495VWM,SMD",LITTELFUSE_DO-214AB,Judd Foster,https://www.littelfuse.com/~/media/electronics/datasheets/tvs_diodes/littelfuse_tvs_diode_1_5smc_datasheet.pdf.pdf,Littelfuse Inc.,1.5SMC550CA,Digikey,1.5SMC550CACT-ND,760V Clamp 2A Ipp Tvs Diode Surface Mount DO-214AB (SMCJ),,=Manufacturer 1 Part Number
"Trans,2PNP,40V,200mA,SOT363","Trans,2PNP,40V,200mA,SOT363",DIODES_SOT363,Judd Foster,https://www.diodes.com/assets/Datasheets/ds30312.pdf,Diodes Incorporated,DMMT3906W-7-F,Digikey,DMMT3906W-FDICT-ND,Bipolar (BJT) Transistor Array 2 PNP (Dual) Matched Pair 40V 200mA 250MHz 200mW Surface Mount SOT-363,,=Manufacturer 1 Part Number
"RES,8k2,1%,0.1W,0402","RES,8k2,1%,0.1W,0402",RESC1005X04N,Judd Foster,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,Panasonic Electronic Components,ERJ-3EKF8201V,Digikey,P8.20KHCT-ND,"8.2 kOhms ±1% 0.1W, 1/10W Chip Resistor 0603 (1608 Metric) Automotive AEC-Q200 Thick Film",8k2,=Value
"RES,3k9,1%,0.063W,0402","RES,3k9,1%,0.063W,0402",RESC1005X04N,Judd Foster,https://www.yageo.com/upload/media/product/products/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf,Yageo,RC0402FR-073K9L,Digikey,311-3.90KLRCT-ND,"3.9 kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film",3k9,=Value
"RES,22k,1%,0.063W,0402","RES,22k,1%,0.063W,0402",RESC1005X04N,Judd Foster,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,Stackpole Electronics Inc,RMCF0402FT22K0,Digikey,RMCF0402FT22K0CT-ND,"22 kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200 Thick Film",22k,=Value
"IND,100nH,120mA,Wirewound,0402","IND,100nH,120mA,Wirewound,0402",INDC1005X05N,Judd Foster,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-0050.pdf,Murata Electronics,LQW15ANR10J00D,Digikey,490-4090-1-ND,"100 nH Unshielded Drum Core, Wirewound Inductor 120 mA 2.52Ohm Max 0402 (1005 Metric)",100n,=Value
"CAP,Trimmer,6.5p-30p,100V,TH","CAP,Trimmer,6.5p-30p,100V,TH",EW_GKG30015,Judd Foster,https://mm.digikey.com/Volume0/opasdata/d220001/medias/docus/432/GKGxx015_016_Series_DS.pdf,EW Electronics,GKG30015,Digikey,2447-GKG30015-ND,6.5 ~ 30pF Trimmer Capacitor 100 V Top Through Hole,6.5p-30p,=Value
"JFET,25V,MMBF5486,SOT23","JFET,25V,MMBF5486,SOT23",ONSEMI_SOT23,Judd Foster,https://www.onsemi.com/pdf/datasheet/mmbf5486-d.pdf,onsemi,MMBF5486,Digikey,MMBF5486CT-ND,RF Mosfet 15 V 400MHz SOT-23-3,,=Manufacturer 1 Part Number
"IND,22nH,310mA,Wirewound,0402","IND,22nH,310mA,Wirewound,0402",INDC1005X05N,Judd Foster,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-0050.pdf,Murata Electronics,LQW15AN22NJ00D,Digikey,490-1150-1-ND,"22 nH Unshielded Drum Core, Wirewound Inductor 310 mA 300mOhm Max 0402 (1005 Metric)",22n,=Value
"IND,1uH,270mA,Wirewound,0402","IND,1uH,270mA,Wirewound,0402",INDC1005X05N,Judd Foster,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-0096.pdf,Murata Electronics,LQW15CN1R0M10D,Digikey,490-15627-1-ND,"1 µH Unshielded Drum Core, Wirewound Inductor 270 mA 940mOhm Max 0402 (1005 Metric)",1u,=Value
"VARICAP,Dual,CC,SOT-23","VARICAP,Dual,CC,SOT-23",NXP_SOT23,Judd Foster,https://www.nxp.com/docs/en/data-sheet/BB201.pdf,NXP USA Inc.,"BB201,215",Digikey,568-1952-1-ND,Varactors 1 Pair Common Cathode 15 V Surface Mount SOT-23 (TO-236AB),,=Manufacturer 1 Part Number
"CAP,Cer,150pF,50VDC,C0G,0402","CAP,Cer,150pF,50VDC,C0G,0402",CAPC1005X06N,Judd Foster,https://www.murata.com/-/media/webrenewal/support/library/catalog/products/k35e.ashx?la=en-us&cvid=20200508021757000000,Murata Electronics,GCM1555C1H151JA16J,Digikey,490-GCM1555C1H151JA16JCT-ND,"150 pF ±5% 50V Ceramic Capacitor C0G, NP0 0402 (1005 Metric)",150p,=Value
PIC18F45K22-IP,PIC18F45K22-IP,MICROCHIP_DIP40-600MIL,Judd Foster,https://ww1.microchip.com/downloads/en/DeviceDoc/PIC18(L)F2X-4XK22-Data-Sheet-40001412H.pdf,Microchip Technology,PIC18F45K22-I/P,Digikey,PIC18F45K22-I/P-ND,PIC PIC® XLP™ 18K Microcontroller IC 8-Bit 64MHz 32KB (16K x 16) FLASH 40-PDIP,,=Manufacturer 1 Part Number
"DISP,7SEG,RED,CA,SA39-11EWA","DISP,7SEG,RED,CA,SA39-11EWA",KINGBRIGHT_SA39-11EWA,Judd Foster,https://www.kingbrightusa.com/images/catalog/SPEC/SA39-11EWA.pdf,Kingbright,SA39-11EWA,Digikey,754-1689-5-ND,"Display Modules - LED Character and Numeric Red 7-Segment 1 Character Common Anode 2V 20mA 0.512"" H x 0.394"" W x 0.276"" D (13.00mm x 10.00mm x 7.00mm) 10-DIP (0.300"", 7.62mm)",,=Manufacturer 1 Part Number
"PS,AC-DC,12Vout,3W,LS03-13B12R3","PS,AC-DC,12Vout,3W,LS03-13B12R3",MORNSUN_LS03-13B12R3,Judd Foster,https://www.mornsun-power.com/html/pdf/LS03-13B24R3.html,Mornsun,LS03-13B12R3,LCSC,C784058,"SIP,26.4x11mm Power Modules ROHS",,=Manufacturer 1 Part Number
"IND,4.7uH,1.5A,Wirewound,Thru","IND,4.7uH,1.5A,Wirewound,Thru",XR_XR46-4R7M-L,Judd Foster,https://www.lcsc.com/datasheet/lcsc_datasheet_2305041501_XR-XR4-6-4R7M-L_C5875511.pdf,XR,XR4*6-4R7M-L,LCSC,C5875511,"4.7uH I-shaped inductor ±20% 1.5A Plugin,D4xL6mm Color Ring Inductors/Through Hole Inductors ROHS",4.7u,=Value
"CAP,Cer,1nF,400VAC,Y5V,X1,Y1,Radial","CAP,Cer,1nF,400VAC,Y5V,X1,Y1,Radial",KEMET_C901U102MUVDBA7317,Judd Foster,https://content.kemet.com/datasheets/KEM_C1067_X1_400_VAC_Y1_250_VAC.pdf,KEMET,C901U102MUVDBA7317,Digikey,399-9462-1-ND,"1000 pF ±20% 400VAC Ceramic Capacitor Y5V (F) Radial, Disc",1n,=Value
"CAP,Alum,10uF,450V,Radial,Thru","CAP,Alum,10uF,450V,Radial,Thru",CHEMI-CON_EKMG451ELL100MK20S,Judd Foster,https://www.chemi-con.co.jp/products/relatedfiles/capacitor/catalog/KMGLL-e.PDF,Chemi-Con,EKMG451ELL100MK20S,Digikey,565-1421-ND,"10 µF 450 V Aluminum Electrolytic Capacitors Radial, Can 2000 Hrs @ 105°C",10u,=Value
"CAP,Film,100nF,310V,X2,Radial","CAP,Film,100nF,310V,X2,Radial",WURTH_890334023023,Judd Foster,https://www.we-online.com/components/products/datasheet/890334023023.pdf,Würth Elektronik,890334023023,Digikey,732-5833-ND,"0.1 µF Film Capacitor 310V Polypropylene (PP), Metallized Radial",100n,=Value
"IND,1.2mH,300mA,Radial,Thru","IND,1.2mH,300mA,Radial,Thru",BOURNS_RLB0913-122K,Judd Foster,https://www.bourns.com/docs/Product-Datasheets/rlb0913.pdf,Bourns Inc.,RLB0913-122K,Digikey,RLB0913-122K-ND,"1.2 mH Unshielded Drum Core, Wirewound Inductor 300 mA 4Ohm Radial, Vertical Cylinder",1.2m,=Value
"Fuse,Cartridge,250VAC,1A,5x20mm","Fuse,Cartridge,250VAC,1A,5x20mm",BELFUSE_0659C1000-12,Judd Foster,https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-0659c-0659p-series.pdf,Bel Fuse Inc.,0659C1000-12,Digikey,507-2002-ND,"1 A 250 V AC DC Fuse Cartridge, Ceramic Holder 5mm x 20mm",1 A Slow,=Value
"Holder,Fuse,Cartridge,10A,Thru","Holder,Fuse,Cartridge,10A,Thru",BELFUSE_FC-203-22,Judd Foster,https://belfuse.com/resources/datasheets/circuitprotection/ds-cp-0672-fuse-clips-series.pdf,Bel Fuse Inc.,FC-203-22,Digikey,507-1703-ND,Fuse Clip - Circuit Cartridge Through Hole,,=Manufacturer 1 Part Number
"RES,12R,5%,3W,Axial,Thru","RES,12R,5%,3W,Axial,Thru",YAGEO_PNP300,Judd Foster,https://www.digikey.ca/en/htmldatasheets/production/640498/0/0/1/pnp-series.html?site=CA&lang=en&cur=CAD,Yageo,PNP300JR-73-12R,Digikey,12AECT-ND,"12 Ohms ±5% 3W Through Hole Resistor Axial Flame Retardant Coating, Safety Wirewound",12R,=Value
"Varistor,350VAC,Thru","Varistor,350VAC,Thru",EPCOS_B72214SXXXXK101,Judd Foster,https://www.tdk-electronics.tdk.com/inf/70/db/var/SIOV_Leaded_StandarD.pdf?ref_disty=digikey,EPCOS - TDK Electronics,B72214S0351K101,Digikey,495-6464-ND,Varistor Circuit Through Hole Disc 14mm,,=Manufacturer 1 Part Number
"Term,Block,3 Pin,3.81mm,Thru","Term,Block,3 Pin,3.81mm,Thru",PHOENIX_1803280,Judd Foster,https://www.phoenixcontact.com/us/products/1803280/pdf,Phoenix Contact,1803280,Digikey,277-1207-ND,"3 Position Terminal Block Header, Male Pins, Shrouded (4 Side) 0.150"" (3.81mm) 90°, Right Angle Through Hole",,=Manufacturer 1 Part Number
"CAP,Cer,100nF,50VDC,X7R,Radial","CAP,Cer,100nF,50VDC,X7R,Radial",KEMET_C320C,Judd Foster,https://connect.kemet.com:7667/gateway/IntelliData-ComponentDocumentation/1.0/download/datasheet/C322C102K1R5TA.pdf,KEMET,C320C104K5R5TA,Digikey,399-4264-ND,0.1 µF ±10% 50V Ceramic Capacitor X7R Radial,100n,=Value
LM317LZ,LM317LZ,STMICRO_LM317LZ,Judd Foster,https://www.st.com/content/ccc/resource/technical/document/datasheet/ee/4d/b2/bd/25/fe/44/2c/CD00000469.pdf/files/CD00000469.pdf/jcr:content/translations/en.CD00000469.pdf,STMicroelectronics,LM317LZ,Digikey,497-1573-5-ND,Linear Voltage Regulator IC Positive Adjustable 1 Output 100mA TO-92-3,,=Manufacturer 1 Part Number
LM337LZ,LM337LZ,TI_LM337LZ,Judd Foster,https://www.ti.com/lit/ds/symlink/lm337l.pdf?HQS=dis-dk-null-digikeymode-dsf-pf-null-wwe&ts=1715377278191&ref_url=https%253A%252F%252Fwww.ti.com%252Fgeneral%252Fdocs%252Fsuppproductinfo.tsp%253FdistId%253D10%2526gotoUrl%253Dhttps%253A%252F%252Fwww.ti.com%252Flit%252Fgpn%252Flm337l,Texas Instruments,LM337LZ/LFT3,Digikey,296-LM337LZ/LFT3CT-ND,Linear Voltage Regulator IC Negative Adjustable 1 Output 100mA TO-92-3,,=Manufacturer 1 Part Number
"CAP,Alum,10uF,16V,Radial,Thru","CAP,Alum,10uF,16V,Radial,Thru",KEMET_ESKXXXXXXXXC3XX,Judd Foster,https://connect.kemet.com:7667/gateway/IntelliData-ComponentDocumentation/1.0/download/datasheet/ESK106M016AC3AA,KEMET,ESK106M016AC3AA,Digikey,399-6597-ND,"10 µF 16 V Aluminum Electrolytic Capacitors Radial, Can 2000 Hrs @ 85°C",10u,=Value
"RES,220R,5%,0.25W,Axial,Thru","RES,220R,5%,0.25W,Axial,Thru",SEI_CFM14,Judd Foster,https://www.seielect.com/catalog/sei-cf_cfm.pdf,Stackpole Electronics Inc,CFM14JT220R,Digikey,S220QCT-ND,"220 Ohms ±5% 0.25W, 1/4W Through Hole Resistor Axial Flame Retardant Coating, Safety Carbon Film",220R,=Value
"RES,1k5,5%,0.25W,Axial,Thru","RES,1k5,5%,0.25W,Axial,Thru",SEI_CFM14,Judd Foster,https://www.seielect.com/catalog/sei-cf_cfm.pdf,Stackpole Electronics Inc,CFM14JT1K50,Digikey,S1.5KQCT-ND,"1.5 kOhms ±5% 0.25W, 1/4W Through Hole Resistor Axial Flame Retardant Coating, Safety Carbon Film",1k5,=Value
"RES,680R,5%,0.25W,Axial,Thru","RES,680R,5%,0.25W,Axial,Thru",SEI_CFM14,Judd Foster,https://www.seielect.com/catalog/sei-cf_cfm.pdf,Stackpole Electronics Inc,CFM14JT680R,Digikey,S680QCT-ND,"680 Ohms ±5% 0.25W, 1/4W Through Hole Resistor Axial Flame Retardant Coating, Safety Carbon Film",680R,=Value
"RES,10k,5%,0.25W,Axial,Thru","RES,10k,5%,0.25W,Axial,Thru",SEI_CFM14,Judd Foster,https://www.seielect.com/catalog/sei-cf_cfm.pdf,Stackpole Electronics Inc,CFM14JT10K0,Digikey,S10KQCT-ND,"10 kOhms ±5% 0.25W, 1/4W Through Hole Resistor Axial Flame Retardant Coating, Safety Carbon Film",10k,=Value
"Term,Header,5x2 Pin,2.54mm,Thru","Term,Header,5x2 Pin,2.54mm,Thru",ONSHORE_302-S101,Judd Foster,https://mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6025/302-S.pdf,On Shore Technology Inc.,302-S101,Digikey,ED1543-ND,"Connector Header Through Hole 10 position 0.100"" (2.54mm)",,=Manufacturer 1 Part Number
"RES,100R,5%,0.25W,Axial,Thru","RES,100R,5%,0.25W,Axial,Thru",SEI_CFM14,Judd Foster,https://www.seielect.com/catalog/sei-cf_cfm.pdf,Stackpole Electronics Inc,CFM14JT100R,Digikey,S100QCT-ND,"100 Ohms ±5% 0.25W, 1/4W Through Hole Resistor Axial Flame Retardant Coating, Safety Carbon Film",100R,=Value
LM324N,LM324N,TI_J0014A,Judd Foster,https://www.ti.com/lit/ds/symlink/lm224.pdf?HQS=dis-dk-null-digikeymode-dsf-pf-null-wwe&ts=1715317448370,Texas Instruments,LM324N,Digikey,296-1391-5-ND,General Purpose Amplifier 4 Circuit 14-PDIP,,=Manufacturer 1 Part Number
